rainfall_intensity_mmh,accumulated_rain_2h_mm,elevation_m,depression_depth_m,impervious_percent,upstream_node_surcharge_m3s,pipe_capacity_ratio,road_slope_percent,flood_depth_cm
48.9,57.9,894.5,2.2,75.1,0.0,1.0,2.27,5.5
6.0,40.4,903.2,0.0,85.4,0.0,0.5,2.7,3.5
74.5,132.2,891.3,2.2,84.3,0.72,0.7,4.72,16.7
71.9,92.7,897.5,2.2,67.2,0.0,1.0,3.62,5.2
1.0,33.2,896.6,2.2,62.0,0.0,1.0,0.44,0.0
61.2,131.2,900.3,0.0,79.1,0.0,1.0,3.07,4.4
4.8,13.0,896.6,2.2,84.5,0.0,1.0,0.29,0.5
14.3,37.5,890.0,2.2,94.9,0.0,0.7,4.33,3.0
47.6,112.6,896.0,2.2,72.6,0.0,1.0,1.94,5.6
6.1,27.1,893.1,2.2,91.4,0.0,1.0,2.7,1.7
59.6,121.4,897.3,2.2,73.4,0.0,0.85,4.43,5.9
62.5,61.3,902.7,0.0,84.1,0.0,0.85,0.45,6.9
24.8,76.4,890.0,2.2,80.9,0.0,1.0,1.04,4.0
0.2,17.8,893.8,2.2,61.9,0.0,1.0,2.31,0.0
11.8,28.8,894.8,2.2,62.7,0.0,1.0,1.42,1.6
33.6,76.6,895.5,2.2,60.7,0.44,0.7,1.99,8.7
139.1,250.0,900.0,0.0,73.0,0.0,1.0,5.49,8.3
35.0,82.9,896.3,2.2,86.1,0.14,0.85,4.57,5.2
10.5,22.0,898.7,1.3,66.0,0.0,1.0,4.88,1.5
35.2,73.8,894.5,2.2,81.2,0.0,1.0,5.17,2.5
27.2,67.0,897.9,2.1,70.1,0.0,0.85,2.01,4.6
53.0,55.3,900.1,0.0,87.9,0.0,1.0,1.77,5.5
4.0,37.7,894.1,2.2,87.9,0.0,1.0,1.44,1.6
50.1,89.3,900.1,0.0,87.1,0.96,1.0,4.6,11.7
27.3,49.7,897.2,2.2,78.4,0.0,1.0,3.8,2.3
115.4,136.3,901.2,0.0,70.0,2.0,0.7,1.45,24.6
14.6,22.9,896.2,2.2,88.3,0.0,1.0,2.2,1.8
35.0,77.0,898.5,1.5,66.5,0.0,0.5,2.89,7.3
94.1,154.4,896.8,2.2,70.1,0.61,0.7,3.0,17.7
3.8,18.7,896.6,2.2,66.4,0.0,0.7,4.91,0.0
96.9,136.8,898.0,2.0,83.6,1.61,1.0,2.22,19.3
40.8,50.2,899.1,0.9,84.0,0.0,0.7,5.02,3.8
2.5,39.4,892.0,2.2,82.8,0.0,1.0,2.54,0.0
12.5,40.4,902.7,0.0,74.5,0.0,1.0,4.16,1.6
43.1,108.0,889.6,2.2,63.5,0.0,1.0,5.13,2.8
2.4,38.1,894.3,2.2,91.9,0.0,0.5,5.01,3.3
30.5,55.5,896.6,2.2,77.8,0.0,1.0,0.5,3.6
14.9,32.4,898.6,1.4,74.2,0.32,0.5,1.29,6.4
33.9,60.2,903.3,0.0,80.6,0.0,1.0,2.73,2.2
1.6,17.4,889.6,2.2,66.7,0.0,0.5,2.49,0.0
71.8,158.6,895.0,2.2,64.6,0.0,0.5,3.6,15.5
127.1,218.7,889.0,2.2,74.2,1.23,0.5,5.21,28.9
121.4,195.1,897.1,2.2,68.0,0.0,0.85,0.8,15.2
48.5,71.3,898.1,1.9,68.6,0.0,0.5,2.59,7.5
4.9,13.2,903.4,0.0,91.2,0.0,0.3,1.22,0.6
49.7,64.8,897.5,2.2,78.6,0.0,1.0,4.94,3.6
0.9,17.1,901.2,0.0,76.9,0.0,0.85,5.31,0.0
0.8,38.8,899.3,0.7,84.1,0.0,0.7,2.74,0.0
13.7,37.4,895.3,2.2,93.3,0.0,1.0,0.75,3.3
23.5,59.0,891.4,2.2,63.9,0.0,0.7,4.36,3.2
51.5,81.8,898.1,1.9,89.2,0.0,1.0,3.89,2.6
40.2,81.5,891.0,2.2,80.4,0.32,0.85,2.08,7.0
20.7,24.5,902.2,0.0,65.1,0.0,1.0,4.9,0.1
11.2,34.0,896.4,2.2,70.4,0.0,1.0,5.37,-0.0
140.0,245.5,901.8,0.0,76.9,1.68,1.0,3.16,20.5
19.4,33.9,895.1,2.2,84.2,0.0,0.7,3.2,2.7
21.0,60.7,898.1,1.9,68.5,0.0,1.0,1.78,0.7
6.3,7.9,897.8,2.2,78.7,0.0,0.7,3.3,1.3
55.4,125.0,896.8,2.2,84.0,0.0,0.7,2.53,11.2
41.4,78.0,895.3,2.2,75.7,0.0,0.85,1.8,6.0
8.7,31.2,898.6,1.4,90.2,0.0,1.0,0.56,0.0
3.0,27.4,893.3,2.2,90.4,0.0,1.0,1.54,0.0
39.9,100.2,892.2,2.2,76.5,0.0,0.85,1.25,6.1
37.2,64.2,902.0,0.0,94.1,0.83,1.0,3.07,7.9
11.2,52.7,899.9,0.1,62.6,0.0,0.85,3.39,1.3
105.5,170.2,897.3,2.2,60.1,0.0,0.3,3.43,21.4
5.7,12.7,903.7,0.0,73.3,0.0,1.0,2.26,0.0
19.8,25.4,895.9,2.2,81.0,0.0,0.85,2.43,4.4
100.6,175.4,902.3,0.0,82.0,0.0,0.3,4.62,22.8
19.0,35.1,897.7,2.2,76.7,0.0,0.5,2.72,4.5
35.6,50.6,892.9,2.2,64.4,0.55,0.5,5.44,8.9
17.7,51.3,904.4,0.0,66.0,0.0,0.7,2.53,3.0
11.2,27.3,901.0,0.0,89.8,0.0,1.0,3.64,0.8
140.0,250.0,896.5,2.2,90.4,0.0,0.5,0.47,34.0
18.4,40.1,899.9,0.1,83.6,0.0,0.5,3.66,2.4
78.6,84.2,895.4,2.2,83.2,0.0,0.85,4.71,8.9
9.1,26.3,900.3,0.0,80.9,0.0,0.85,5.2,1.3
8.4,47.1,889.0,2.2,67.1,0.0,0.85,5.49,2.4
1.1,25.9,892.9,2.2,75.0,0.0,1.0,1.7,0.0
36.9,55.7,900.9,0.0,84.4,0.0,1.0,3.25,2.0
16.1,37.5,896.0,2.2,78.8,0.0,0.85,2.59,3.3
69.9,134.2,897.8,2.2,60.7,0.0,0.85,3.19,8.4
22.4,60.6,891.6,2.2,93.4,0.0,0.85,1.03,4.6
120.7,185.0,904.4,0.0,89.6,0.53,1.0,4.74,15.2
7.2,18.1,901.8,0.0,69.1,0.0,0.7,5.02,3.2
71.0,156.7,896.2,2.2,81.6,0.58,1.0,2.58,10.9
52.5,77.2,895.4,2.2,92.3,0.0,1.0,1.69,6.5
51.6,44.8,901.1,0.0,63.4,0.0,0.85,0.95,4.9
65.2,159.4,904.9,0.0,77.6,0.0,0.85,3.82,7.0
50.1,69.7,900.8,0.0,76.0,1.12,1.0,1.85,9.6
34.4,56.9,905.7,0.0,74.4,0.0,0.85,5.02,4.0
4.9,13.9,893.3,2.2,89.2,0.0,0.7,3.76,0.1
1.2,24.6,893.7,2.2,73.3,0.0,0.85,3.62,0.0
88.8,156.2,892.2,2.2,62.2,0.0,0.85,3.16,9.7
33.6,96.5,898.8,1.2,62.3,0.0,1.0,0.44,2.1
55.7,108.1,897.7,2.2,61.5,1.08,0.85,5.14,12.3
23.0,71.8,896.4,2.2,74.3,0.0,0.5,3.53,7.7
4.4,8.1,900.2,0.0,85.1,0.0,0.85,5.47,0.6
4.7,32.0,901.9,0.0,67.1,0.0,0.7,3.05,1.6
40.5,97.7,890.9,2.2,82.6,0.0,0.85,3.96,5.8
19.7,74.0,894.6,2.2,84.0,0.0,0.7,0.5,5.8
7.8,16.4,900.3,0.0,68.9,0.0,0.5,3.55,1.2
23.7,84.0,895.1,2.2,81.0,0.0,0.7,4.25,5.6
2.3,27.9,893.8,2.2,84.0,0.0,0.5,4.33,0.9
30.5,98.4,901.1,0.0,76.3,0.0,0.85,4.28,3.1
11.0,19.6,891.8,2.2,71.8,0.0,0.5,1.4,1.6
55.9,129.3,895.8,2.2,81.7,0.39,0.85,5.37,10.0
13.0,54.5,898.3,1.7,94.2,0.0,0.5,5.47,4.8
21.3,25.3,894.7,2.2,74.9,0.0,1.0,0.6,2.4
0.4,33.3,900.1,0.0,73.7,0.0,0.7,5.16,0.0
2.6,6.3,894.7,2.2,76.2,0.0,0.7,1.73,0.9
17.4,61.2,902.6,0.0,62.7,0.0,1.0,3.85,0.7
22.9,36.0,896.5,2.2,79.4,0.0,0.7,1.99,2.6
32.1,81.8,899.7,0.3,71.5,0.0,0.7,5.33,4.4
12.1,43.3,900.0,0.0,64.2,0.0,1.0,0.74,0.0
41.6,47.4,894.5,2.2,76.3,0.0,0.85,2.84,4.7
68.8,98.3,889.0,2.2,60.1,0.82,0.85,2.47,11.2
53.0,62.6,898.4,1.6,74.1,0.0,0.85,1.93,5.2
1.4,26.3,897.3,2.2,63.7,0.0,1.0,3.62,0.0
22.9,50.0,899.2,0.8,60.9,0.0,1.0,0.89,2.6
3.9,37.3,896.1,2.2,88.9,0.0,1.0,4.0,1.3
9.7,28.2,895.3,2.2,92.1,0.0,1.0,5.4,0.9
140.0,189.2,905.0,0.0,67.3,0.0,1.0,4.46,9.7
5.4,22.0,891.1,2.2,78.9,0.0,0.7,4.76,0.0
24.2,28.3,899.9,0.1,69.7,0.0,0.85,2.11,3.9
33.7,43.6,894.7,2.2,77.3,0.0,0.7,1.92,5.6
42.4,84.1,895.7,2.2,75.3,0.0,1.0,2.94,3.8
28.7,80.2,895.7,2.2,69.4,0.0,0.85,0.44,4.1
0.3,13.6,893.8,2.2,84.5,0.0,1.0,5.21,0.0
13.8,42.7,899.3,0.7,64.4,0.0,0.7,0.96,3.2
25.5,67.8,902.6,0.0,61.9,0.0,0.7,4.99,4.6
3.2,24.2,898.9,1.1,86.9,0.0,0.5,0.64,2.5
15.1,32.0,897.4,2.2,83.3,0.0,1.0,4.56,0.6
1.2,4.7,893.1,2.2,77.4,0.0,0.7,1.01,0.0
2.9,24.0,899.1,0.9,76.4,0.0,0.85,0.4,0.9
17.7,55.6,905.6,0.0,77.4,0.0,0.7,4.01,4.1
5.0,38.4,895.5,2.2,75.3,0.0,0.85,1.69,1.2
29.3,28.8,895.5,2.2,73.8,0.0,0.85,3.99,4.4
40.9,57.4,894.8,2.2,77.5,0.0,1.0,3.14,3.6
56.4,99.5,895.0,2.2,78.5,1.24,0.7,0.78,17.8
7.8,43.4,889.0,2.2,84.2,0.0,1.0,5.14,1.4
6.4,31.3,898.6,1.4,84.9,0.0,1.0,2.6,1.8
3.9,33.1,893.6,2.2,73.2,0.0,1.0,4.09,0.0
35.4,35.5,890.6,2.2,74.5,0.0,0.3,2.86,5.1
42.9,105.6,900.0,0.0,73.1,0.0,1.0,3.4,2.5
1.1,32.6,892.7,2.2,78.8,0.0,0.5,1.8,0.0
96.3,96.9,895.6,2.2,75.9,0.0,0.3,1.26,18.2
1.9,32.2,902.9,0.0,91.1,0.0,0.5,3.08,0.0
27.3,37.7,891.4,2.2,84.4,0.0,0.5,2.53,5.6
43.2,85.9,890.9,2.2,91.5,0.0,0.5,2.27,10.9
71.7,120.0,898.1,1.9,84.8,1.59,1.0,3.76,16.2
43.8,47.0,901.6,0.0,94.0,0.37,1.0,3.86,7.1
56.6,134.6,890.7,2.2,82.3,0.25,0.85,0.44,10.4
14.5,33.4,898.6,1.4,93.7,0.16,0.85,2.0,2.3
59.0,138.6,899.3,0.7,65.5,0.79,1.0,2.38,9.8
2.9,22.1,889.0,2.2,61.8,0.0,0.7,0.71,1.1
78.8,168.1,900.2,0.0,80.3,0.58,0.85,1.45,11.1
27.8,23.9,900.5,0.0,94.4,0.0,0.5,0.47,2.5
59.5,114.4,895.8,2.2,74.6,0.0,0.85,5.48,6.0
21.1,55.4,902.0,0.0,67.4,0.0,0.85,4.1,2.3
36.1,88.1,901.5,0.0,78.3,0.0,0.85,0.66,4.7
26.2,88.9,897.4,2.2,82.7,0.0,0.85,0.31,5.0
46.0,119.5,895.2,2.2,71.0,0.0,0.3,4.01,14.5
3.0,40.4,893.1,2.2,85.0,0.04,1.0,2.53,0.1
2.2,22.1,896.8,2.2,94.1,0.0,0.85,4.37,1.9
9.9,17.1,899.3,0.7,91.4,0.0,0.7,5.09,4.1
6.1,35.2,895.7,2.2,70.2,0.0,0.85,3.38,0.8
71.9,103.7,889.0,2.2,71.4,0.0,1.0,1.19,7.7
8.7,29.3,902.1,0.0,73.0,0.0,1.0,4.35,1.0
130.3,206.2,897.8,2.2,73.8,0.76,1.0,5.27,14.9
14.4,47.7,895.5,2.2,63.5,0.0,1.0,3.28,1.7
7.0,17.5,900.4,0.0,86.7,0.0,0.5,3.81,2.1
54.6,92.6,903.1,0.0,72.8,0.85,0.85,1.99,9.9
37.6,81.0,889.0,2.2,90.8,0.0,1.0,2.22,5.3
24.1,54.9,898.7,1.3,92.4,0.0,0.85,4.09,3.4
28.4,84.1,891.3,2.2,60.9,0.0,1.0,5.12,1.5
44.5,106.4,899.0,1.0,94.6,0.69,0.5,3.53,17.4
9.1,47.6,897.5,2.2,84.9,0.0,0.85,4.39,1.6
140.0,159.8,899.5,0.5,78.2,1.97,0.3,1.11,37.0
128.8,233.2,895.0,2.2,73.6,1.72,1.0,1.32,23.5
36.8,52.4,889.5,2.2,78.1,0.0,0.7,3.02,5.1
7.8,48.0,895.2,2.2,71.4,0.0,1.0,1.14,1.2
39.9,74.5,898.6,1.4,81.8,0.0,1.0,3.57,2.5
2.6,20.7,901.1,0.0,63.3,0.0,1.0,1.75,0.7
1.1,32.7,892.3,2.2,81.7,0.0,0.85,4.4,0.0
10.4,55.2,901.1,0.0,69.6,0.18,1.0,4.48,0.4
21.7,68.6,894.4,2.2,60.6,0.0,0.85,2.66,4.8
70.9,98.9,898.4,1.6,79.3,0.0,0.7,1.16,9.4
45.5,57.8,895.0,2.2,80.2,0.0,1.0,3.63,2.1
47.5,88.6,897.7,2.2,74.9,0.0,1.0,5.46,2.5
19.4,56.3,900.6,0.0,62.5,0.0,0.7,3.5,4.9
14.9,64.1,892.1,2.2,91.3,0.0,0.85,0.39,1.5
16.2,17.5,894.3,2.2,81.4,0.0,0.7,0.29,2.0
140.0,250.0,897.7,2.2,64.0,0.0,0.85,1.9,15.1
1.4,27.2,906.6,0.0,77.9,0.0,0.85,1.24,0.0
70.6,186.7,893.5,2.2,77.4,0.31,1.0,4.51,7.3
30.3,42.3,905.2,0.0,62.1,0.42,0.5,4.68,6.4
20.2,72.2,905.0,0.0,81.2,0.0,0.5,1.57,7.8
45.2,79.8,896.6,2.2,88.3,0.0,0.3,1.93,10.6
23.3,47.1,895.8,2.2,86.2,0.0,0.85,1.45,3.4
72.3,90.0,894.2,2.2,67.1,0.34,0.7,5.01,11.0
80.8,92.5,896.7,2.2,90.2,1.81,0.85,2.86,19.8
19.2,61.7,891.4,2.2,72.0,0.0,0.85,3.68,3.2
11.3,25.7,896.7,2.2,93.1,0.0,0.7,2.4,1.8
31.4,70.5,903.0,0.0,62.5,0.0,1.0,3.54,2.1
85.2,175.3,894.6,2.2,77.0,1.91,1.0,2.25,19.3
8.3,21.3,896.0,2.2,80.9,0.09,1.0,2.0,0.0
34.1,39.9,890.2,2.2,68.7,0.0,0.7,3.56,5.5
34.9,62.5,898.5,1.5,87.0,0.0,0.85,3.33,6.4
46.2,78.0,898.1,1.9,81.9,0.28,0.85,1.76,7.5
4.9,38.9,897.3,2.2,60.6,0.0,0.3,0.99,3.0
44.0,75.1,896.1,2.2,81.3,0.0,0.85,2.15,7.2
83.9,116.2,895.8,2.2,77.2,0.0,1.0,2.4,9.6
6.9,36.1,899.0,1.0,66.9,0.0,0.85,3.53,1.0
9.5,22.9,896.9,2.2,94.9,0.0,0.7,5.05,1.6
124.4,172.3,898.3,1.7,91.4,2.0,1.0,0.39,28.2
7.0,24.4,897.9,2.1,70.2,0.0,0.85,1.49,0.0
67.4,88.4,901.5,0.0,78.9,1.26,1.0,1.23,12.1
23.7,56.6,899.7,0.3,71.1,0.0,0.85,2.86,4.4
9.9,35.4,897.8,2.2,87.1,0.0,1.0,2.48,0.8
71.6,137.3,903.1,0.0,92.6,0.0,1.0,4.06,4.9
20.6,40.7,898.7,1.3,72.6,0.0,0.85,1.48,3.0
25.3,54.0,902.2,0.0,88.2,0.0,0.5,3.35,4.7
15.6,43.4,899.4,0.6,77.4,0.0,0.7,4.88,2.7
31.5,78.4,889.6,2.2,73.9,0.0,0.5,5.03,6.1
6.2,27.4,902.2,0.0,92.8,0.0,0.7,5.28,0.5
17.4,32.1,897.5,2.2,77.9,0.0,1.0,4.3,2.2
122.1,250.0,896.8,2.2,76.4,2.0,1.0,5.0,22.0
10.5,45.1,898.1,1.9,83.5,0.0,0.5,1.44,3.1
37.4,46.0,895.6,2.2,69.1,0.19,0.85,1.25,5.8
13.8,47.7,897.9,2.1,71.4,0.0,0.3,0.23,5.4
52.0,105.5,894.6,2.2,92.6,0.0,1.0,3.95,4.4
4.9,22.0,902.1,0.0,83.7,0.0,1.0,5.17,1.5
122.5,126.2,896.5,2.2,88.9,2.0,0.85,1.19,29.5
21.2,41.0,895.5,2.2,69.5,0.0,1.0,3.58,1.7
9.4,36.0,893.3,2.2,79.0,0.0,1.0,4.16,1.0
2.7,5.9,898.1,1.9,94.0,0.0,0.85,5.12,0.4
6.5,49.1,897.7,2.2,71.2,0.12,0.85,3.63,2.7
25.7,57.8,898.6,1.4,65.6,0.27,1.0,5.34,2.5
14.4,50.8,892.9,2.2,77.9,0.0,1.0,2.03,2.2
61.8,84.6,890.6,2.2,73.6,0.0,0.7,2.05,9.2
19.7,43.4,899.5,0.5,65.6,0.0,0.85,3.08,1.8
10.0,30.2,902.9,0.0,91.1,0.0,0.85,2.23,0.9
33.6,65.4,892.9,2.2,94.7,0.0,0.85,0.21,7.4
42.9,127.4,903.4,0.0,79.9,0.0,0.5,4.08,10.9
6.4,25.1,898.1,1.9,87.1,0.0,0.85,4.18,0.4
6.4,46.7,897.0,2.2,90.1,0.0,0.5,4.16,3.2
1.3,24.6,895.4,2.2,84.5,0.0,0.85,2.03,0.0
46.7,79.0,891.5,2.2,61.5,0.0,1.0,2.97,1.9
38.2,98.2,901.0,0.0,65.5,0.0,0.85,2.11,3.7
22.5,31.5,893.9,2.2,62.5,0.0,0.85,0.28,4.5
65.1,140.2,893.9,2.2,60.3,0.55,0.85,3.18,10.5
57.3,72.0,901.0,0.0,70.7,0.23,0.7,0.86,8.0
30.8,77.0,889.5,2.2,73.7,0.0,1.0,0.62,4.7
70.9,126.3,890.9,2.2,68.4,0.6,0.7,4.2,14.6
8.1,34.4,896.9,2.2,62.3,0.0,0.7,0.25,1.9
4.2,45.8,898.2,1.8,78.5,0.0,0.7,5.28,1.9
11.0,31.0,898.9,1.1,69.6,0.0,0.85,2.93,2.3
2.1,20.3,895.8,2.2,87.9,0.0,0.3,5.41,2.9
26.5,32.7,907.1,0.0,60.3,0.0,0.85,0.51,2.0
96.5,203.0,896.1,2.2,89.5,1.48,1.0,3.29,18.3
1.4,32.8,896.1,2.2,93.4,0.0,0.7,2.05,0.0
4.6,28.8,893.8,2.2,85.1,0.07,1.0,4.67,2.2
21.1,69.7,897.5,2.2,85.7,0.0,0.7,2.11,5.8
95.1,127.1,899.5,0.5,92.7,1.36,1.0,1.58,17.5
13.3,51.2,901.8,0.0,67.3,0.0,1.0,4.75,0.0
24.8,55.6,891.0,2.2,94.8,0.06,1.0,2.19,2.8
1.5,11.6,896.0,2.2,87.1,0.0,0.85,0.29,0.0
5.6,11.9,898.8,1.2,85.4,0.0,1.0,2.27,1.9
140.0,126.9,899.3,0.7,72.6,2.0,1.0,3.67,21.6
117.5,148.6,897.0,2.2,79.1,0.47,0.7,1.55,21.7
0.2,4.9,899.2,0.8,82.9,0.0,0.7,2.49,0.0
106.1,158.1,893.8,2.2,81.7,0.0,0.7,0.5,19.2
35.7,78.0,903.2,0.0,84.7,0.0,0.7,3.32,6.1
70.9,153.1,901.0,0.0,62.9,0.0,0.85,4.21,8.4
21.2,37.5,891.6,2.2,72.4,0.0,0.5,2.39,4.0
25.4,56.0,892.7,2.2,75.2,0.0,0.85,2.43,0.8
23.5,53.0,892.8,2.2,69.1,0.0,0.85,0.67,2.1
38.5,89.2,899.7,0.3,66.0,0.0,0.7,1.27,6.1
5.3,46.3,891.9,2.2,64.9,0.0,1.0,1.02,0.0
1.1,11.2,895.7,2.2,72.8,0.0,0.7,2.75,0.0
12.9,44.7,898.8,1.2,77.3,0.0,0.85,3.01,1.9
42.7,69.0,896.7,2.2,62.2,0.0,1.0,5.23,0.5
7.9,40.4,898.0,2.0,93.1,0.0,1.0,0.59,0.7
39.2,92.4,892.7,2.2,86.8,0.0,1.0,3.38,2.6
122.6,167.6,899.4,0.6,85.6,0.0,0.5,2.99,19.1
3.5,13.1,894.5,2.2,66.1,0.0,0.3,2.94,0.6
39.1,103.8,895.7,2.2,81.1,0.59,0.85,4.83,7.8
20.5,43.5,898.0,2.0,78.5,0.0,1.0,1.29,2.6
70.9,142.7,897.4,2.2,94.4,0.52,1.0,0.42,14.6
6.8,42.0,897.1,2.2,86.2,0.1,0.7,3.76,2.5
41.3,91.7,894.0,2.2,80.2,0.0,1.0,2.03,3.5
63.7,151.5,895.8,2.2,89.8,0.49,0.5,0.29,21.4
101.3,199.9,897.0,2.2,65.4,0.0,0.7,1.53,15.5
40.2,111.2,891.5,2.2,60.5,0.0,0.5,1.84,9.0
24.1,59.5,895.1,2.2,84.2,0.0,0.85,3.47,1.7
33.7,34.0,898.6,1.4,63.4,0.51,0.7,1.11,5.8
71.1,124.7,891.9,2.2,64.0,0.0,0.85,2.39,9.7
29.6,69.2,901.6,0.0,86.1,0.0,0.7,2.76,4.2
1.1,39.3,902.1,0.0,69.5,0.0,0.7,2.63,0.0
93.6,178.6,892.0,2.2,82.0,1.69,0.85,5.36,20.9
40.9,78.9,902.4,0.0,92.1,0.0,0.85,0.44,3.3
39.5,82.0,896.4,2.2,71.1,0.0,0.5,5.24,8.2
8.5,47.3,898.7,1.3,67.6,0.0,0.5,3.28,3.5
37.6,82.8,895.0,2.2,63.7,0.0,0.7,4.42,5.8
17.5,65.9,900.7,0.0,64.6,0.0,1.0,2.48,1.0
36.9,76.1,898.6,1.4,62.2,0.41,1.0,2.61,4.6
3.9,15.6,893.7,2.2,63.1,0.0,0.5,4.86,0.0
37.5,101.5,892.3,2.2,75.1,0.0,1.0,4.95,2.9
140.0,246.4,891.2,2.2,71.2,0.0,1.0,1.47,14.5
1.7,12.0,897.8,2.2,84.7,0.0,1.0,1.26,0.0
132.3,250.0,899.3,0.7,90.5,2.0,0.85,2.83,28.1
18.3,53.7,899.6,0.4,87.5,0.0,0.85,4.97,2.4
71.6,165.0,896.5,2.2,78.6,1.36,1.0,1.91,15.7
53.4,75.2,892.4,2.2,63.6,0.0,1.0,3.66,5.4
29.3,51.7,894.3,2.2,84.8,0.0,0.7,3.95,4.1
46.9,107.8,901.6,0.0,72.7,0.72,0.5,4.33,14.8
73.8,131.0,895.1,2.2,63.0,1.01,1.0,3.19,10.8
18.1,39.3,897.6,2.2,89.5,0.0,1.0,2.33,2.2
13.9,50.9,892.7,2.2,71.8,0.0,0.85,5.33,3.0
38.5,83.1,898.3,1.7,67.6,0.18,0.7,3.44,5.8
57.7,59.6,895.2,2.2,90.5,1.08,0.7,4.06,13.8
50.3,80.7,901.2,0.0,91.6,0.0,0.7,2.03,8.1
55.9,71.0,900.1,0.0,71.9,1.06,0.5,3.75,15.0
20.0,55.4,895.0,2.2,72.4,0.0,1.0,1.57,3.0
59.6,129.3,896.5,2.2,80.3,0.47,1.0,1.5,9.9
4.5,15.0,894.8,2.2,85.7,0.0,0.85,3.99,0.4
27.5,84.7,891.3,2.2,62.2,0.0,0.7,2.96,7.5
0.2,37.7,893.6,2.2,80.8,0.0,0.85,3.82,0.0
13.7,50.4,897.8,2.2,93.3,0.0,0.3,1.63,2.9
16.0,46.8,898.3,1.7,69.2,0.0,0.7,3.37,2.7
17.7,35.8,897.6,2.2,91.8,0.0,0.7,2.55,2.7
41.6,88.8,895.8,2.2,93.3,0.0,1.0,3.36,5.0
17.2,40.7,900.7,0.0,69.4,0.0,1.0,1.74,0.6
20.8,46.4,897.3,2.2,86.4,0.0,0.7,3.99,4.8
9.5,53.0,899.8,0.2,68.4,0.0,1.0,4.47,1.2
16.4,31.6,889.9,2.2,85.8,0.0,1.0,1.58,0.8
9.0,30.3,889.0,2.2,87.9,0.0,0.5,1.79,2.7
2.7,42.1,898.1,1.9,68.7,0.0,0.5,3.7,2.1
32.4,36.4,891.3,2.2,85.1,0.0,1.0,3.89,3.2
38.6,118.5,896.2,2.2,88.4,0.0,0.7,3.93,7.3
33.8,72.5,895.8,2.2,72.6,0.0,1.0,3.82,2.8
21.8,49.7,903.3,0.0,65.9,0.0,1.0,2.28,1.0
16.7,39.3,898.6,1.4,63.2,0.1,0.85,2.29,2.4
69.7,126.6,897.7,2.2,80.1,0.0,0.7,1.55,14.0
25.6,51.6,900.3,0.0,94.2,0.13,1.0,1.03,2.6
22.8,45.8,898.5,1.5,88.8,0.0,1.0,3.87,0.1
0.9,13.0,895.2,2.2,75.3,0.0,1.0,0.69,0.0
14.6,57.5,901.3,0.0,78.8,0.0,0.3,5.17,7.1
16.7,39.9,892.6,2.2,69.8,0.0,0.7,4.58,0.8
17.8,45.8,898.3,1.7,65.7,0.0,0.85,4.74,1.4
30.4,57.4,890.8,2.2,76.9,0.1,1.0,5.01,3.5
26.7,76.9,897.8,2.2,76.2,0.0,0.85,2.37,4.4
32.8,71.2,897.8,2.2,78.3,0.0,0.85,4.69,4.1
50.7,82.6,903.7,0.0,93.3,0.83,0.7,1.04,12.4
58.7,68.0,890.7,2.2,81.1,0.81,1.0,0.31,12.1
44.3,105.4,894.6,2.2,81.2,0.3,0.3,4.36,12.5
108.9,197.3,900.3,0.0,64.5,0.0,0.85,0.6,12.1
0.6,28.6,898.3,1.7,94.9,0.0,1.0,5.44,0.0
7.6,21.0,897.7,2.2,87.0,0.0,1.0,3.78,0.9
0.3,10.4,893.2,2.2,90.7,0.0,0.85,4.19,0.0
36.5,69.6,894.6,2.2,74.5,0.0,0.5,1.5,8.9
79.9,136.9,902.0,0.0,77.6,0.0,0.7,3.77,10.8
9.8,33.8,896.8,2.2,78.3,0.0,0.85,0.43,2.1
91.6,217.2,898.5,1.5,66.8,1.27,1.0,4.64,11.3
2.2,21.9,896.5,2.2,84.1,0.0,1.0,1.1,0.0
95.4,151.4,892.3,2.2,91.6,1.01,0.85,3.9,19.0
15.2,38.6,900.7,0.0,65.7,0.0,0.7,1.39,3.0
3.7,23.8,899.0,1.0,63.0,0.0,0.7,0.56,0.2
23.3,70.4,906.2,0.0,85.8,0.0,1.0,2.75,0.2
10.4,16.9,892.9,2.2,69.6,0.0,1.0,1.1,1.2
11.7,31.4,900.3,0.0,81.8,0.0,0.85,4.07,0.0
12.9,42.5,891.8,2.2,84.4,0.0,0.5,1.46,2.9
56.9,130.5,897.6,2.2,71.3,1.01,0.85,2.02,15.4
27.1,51.7,900.9,0.0,88.5,0.0,1.0,3.21,3.6
13.1,52.4,889.0,2.2,79.2,0.0,1.0,1.71,1.8
33.0,51.7,896.2,2.2,90.4,0.0,1.0,2.2,3.8
44.1,92.4,894.7,2.2,86.7,0.0,0.85,4.52,3.8
11.1,49.8,894.2,2.2,90.4,0.0,0.7,1.15,2.5
18.7,40.9,898.5,1.5,60.7,0.0,0.3,0.64,4.9
4.5,19.0,901.5,0.0,68.5,0.0,0.85,1.94,0.0
7.0,17.1,896.5,2.2,63.2,0.0,1.0,2.45,0.2
40.0,121.8,897.8,2.2,75.5,0.8,0.7,3.08,14.1
7.0,31.6,897.5,2.2,91.1,0.0,0.7,2.17,1.4
26.1,89.6,897.0,2.2,76.4,0.0,1.0,4.39,1.8
43.2,104.1,892.6,2.2,89.7,0.0,0.5,0.41,13.4
